enviroment,algorithm,learning_rate,batch_size,hidden_units,num_layers,steps,max_steps,ram_gb,cpu_cores,time_horizon,buffer_size,beta,epsilon,lambd,num_epoch,tau,reward_signal_steps_per_update,init_entcoef,num_parallel_agents,training_duration_seconds,peak_ram_mb,gamma,strength,summary_freq,os,timestamp,gpu_available,gpu_name,gpu_memory_gb,final_mean_entropy,final_sum_entropy,final_mean_reward,final_sum_reward,final_cumulative_mean_reward,final_cumulative_sum_reward,final_mean_extrinsic_value_estimate,final_sum_extrinsic_value_estimate,final_mean_policy_loss,final_sum_policy_loss,final_mean_value_loss,final_sum_value_loss,final_mean_q1_loss,final_sum_q1_loss,final_mean_q2_loss,final_sum_q2_loss,final_mean_cont_entropy_coeff,final_sum_cont_entropy_coeff,final_learning_rate_mean,final_learning_rate_sum
Pyramids,ppo,0.0001235580472184,64,531,3,101504,239055,63.77914810180664,28,64,8192,0.0063743869116996,0.2923903621802357,0.967616620333182,5,0.0,0.0,0.0,1,122.8073298999998,1382.55859375,0.8578361363861258,1.0,10000,Windows,2026-01-04T13:22:40.746261,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.1892404556274414,15222.27734375,0.0,0.0,0.0,0.0,-0.0121218608692288,-1.891010284423828,0.1073052855462513,0.1073052855462513,0.8880866828628562,0.8880866828628562,0,0,0,0,0,0,0.0001235580472184,0.0001235580472184
Hallway,ppo,0.000322226176714,64,864,5,28672,427539,63.77914810180664,28,64,4096,0.0054634413771151,0.1286079328583728,0.910152115585822,7,0.0,0.0,0.0,1,32.28477220000059,1449.26953125,0.9408155643182624,1.0,10000,Windows,2026-01-04T13:25:06.752188,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.6063493490219116,22334.681640625,0.0,0.0,0.0,0.0,-0.0219477079808712,-3.423842430114746,0.3203185609375525,0.3203185609375525,0.0001004997194326,0.0001004997194326,0,0,0,0,0,0,0.000322226176714,0.000322226176714
Hallway,ppo,0.000322226176714,64,864,5,40576,427539,63.77914810180664,28,64,4096,0.0054634413771151,0.1286079328583728,0.910152115585822,7,0.0,0.0,0.0,1,49.70822109999972,1460.40625,0.9408155643182624,1.0,10000,Windows,2026-01-04T14:25:52.910025,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.5955442190170288,15674.6259765625,0.0,0.0,0.0,0.0,-0.0758584812283515,-11.83392333984375,0.3877728388915599,0.3877728388915599,1.803340602818053e-05,1.803340602818053e-05,0,0,0,0,0,0,0.000322226176714,0.000322226176714
Hallway,ppo,0.000332501150431,512,847,5,589001,585738,63.77914810180664,28,256,4096,0.0059828858699105,0.1720293521203308,0.90251996356884,7,0.0,0.0,0.0,1,216.4280614,1607.875,0.8948595472348593,1.0,10000,Windows,2026-01-04T14:30:24.379028,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.5940556526184082,382.5733642578125,-0.947166753311952,-11.366001039743423,-0.947166753311952,-11.366001039743423,-0.0189647227525711,-0.7396242022514343,0.0614933026578531,0.0614933026578531,1.0161733789278381e-07,1.0161733789278381e-07,0,0,0,0,0,0,0.000332501150431,0.000332501150431
Hallway,ppo,0.0001725863620732,512,726,2,848565,842385,63.77914810180664,28,512,4096,0.0091010850273742,0.2753230198822016,0.9338765855188949,8,0.0,0.0,0.0,1,304.6377601999993,1777.53515625,0.93771113906073,1.0,10000,Windows,2026-01-04T14:35:32.911114,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.5314223766326904,367.5413818359375,-1.0000001192092896,-20.00000238418579,-1.0000001192092896,-20.00000238418579,-0.0296033266931772,-0.5920665264129639,0.1458877539262175,0.1458877539262175,3.736913562590871e-06,3.736913562590871e-06,0,0,0,0,0,0,0.0001725863620732,0.0001725863620732
Hallway,ppo,0.0007815537921748,512,671,1,626155,625174,63.77914810180664,28,128,8192,0.0049041492671678,0.2436458453375725,0.941081921173906,5,0.0,0.0,0.0,1,189.1635009999991,1484.5078125,0.8392849116141582,1.0,10000,Windows,2026-01-04T14:38:45.985301,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.4586879014968872,2450.595703125,-0.8664095895630973,-30.324335634708405,-0.8664095895630973,-30.324335634708405,-0.0107393292710185,-0.83766770362854,0.1159645617336911,0.1159645617336911,2.2083969537668643e-05,2.2083969537668643e-05,0,0,0,0,0,0,0.0007815537921748,0.0007815537921748
Hallway,ppo,0.0001776640589366,128,249,3,618162,599753,63.77914810180664,28,512,4096,0.0042990734829698,0.1888235522044426,0.989040586159666,5,0.0,0.0,0.0,1,300.1678133000005,1750.69140625,0.9559582572738156,1.0,10000,Windows,2026-01-04T14:43:50.023300,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.5762027502059937,353.0694274902344,-1.0000001192092896,-20.00000238418579,-1.0000001192092896,-20.00000238418579,-0.0447095744311809,-0.8941915035247803,0.1478009368802304,0.1478009368802304,2.653228294491328e-06,2.653228294491328e-06,0,0,0,0,0,0,0.0001776640589366,0.0001776640589366
Hallway,ppo,0.0003409810092119,256,969,1,700263,700238,63.77914810180664,28,128,4096,0.0083153747489088,0.1465294380118125,0.947867435414822,6,0.0,0.0,0.0,1,261.351326,1472.41796875,0.9780221906793988,1.0,10000,Windows,2026-01-04T14:48:15.274034,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.0066102743148804,10517.064453125,0.3792984246895575,72.44599911570549,0.3792984246895575,72.44599911570549,0.2410565316677093,46.04179763793945,0.3776266861572295,1.5105067446289182,0.0328655339373439,0.1314621357493759,0,0,0,0,0,0,0.0003409810092119,0.0013639240368477
Hallway,ppo,0.0001797562911073,256,90,4,728557,721514,63.77914810180664,28,1024,2048,0.0084742873907097,0.1476069281531076,0.9656003779960122,5,0.0,0.0,0.0,1,263.56396010000026,1774.76171875,0.878624375491756,1.0,10000,Windows,2026-01-04T14:52:42.722180,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.6004648208618164,717.0082397460938,-1.0000001192092896,-20.00000238418579,-1.0000001192092896,-20.00000238418579,-0.016337513923645,-0.3267502784729004,0.1964246329665184,0.1964246329665184,3.9808817594651684e-07,3.9808817594651684e-07,0,0,0,0,0,0,0.0001797562911073,0.0001797562911073
Hallway,ppo,0.000213504116037,2048,317,4,916514,911014,63.77914810180664,28,1024,8192,0.0014545382776487,0.1960292860474559,0.9253122529871508,8,0.0,0.0,0.0,1,265.49747560000105,1790.921875,0.84217744108355,1.0,10000,Windows,2026-01-04T14:57:12.094912,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.565423607826233,1377.57275390625,-1.0000001192092896,-20.00000238418579,-1.0000001192092896,-20.00000238418579,-0.0094092581421136,-0.1881851702928543,0.0919176373813157,0.0919176373813157,5.804678813412713e-06,5.804678813412713e-06,0,0,0,0,0,0,0.000213504116037,0.000213504116037
Hallway,ppo,0.0001025788023707,1024,559,1,616720,611085,63.77914810180664,28,512,10240,0.0094907002357554,0.2788248384390351,0.9489351487319502,3,0.0,0.0,0.0,1,153.10202670000035,1809.2109375,0.8155702312629352,1.0,10000,Windows,2026-01-04T14:59:49.118044,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.5907331705093384,1323.489990234375,-1.0000001192092896,-20.00000238418579,-1.0000001192092896,-20.00000238418579,-0.0094511192291975,-0.1890223771333694,0.0448049401036567,0.0448049401036567,5.81005659316563e-05,5.81005659316563e-05,0,0,0,0,0,0,0.0001025788023707,0.0001025788023707
Hallway,ppo,0.0003542409567748,512,607,4,558144,557497,63.77914810180664,28,128,10240,0.0078672200523031,0.2581329615039385,0.9857859983280424,5,0.0,0.0,0.0,1,173.13762130000032,1492.28515625,0.9754776387456784,1.0,10000,Windows,2026-01-04T15:02:46.153929,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.555758714675903,33305.68359375,-0.898688958088557,-26.960668742656708,-0.898688958088557,-26.960668742656708,-0.0760176181793212,-6.309462547302246,0.0915223073145898,0.0915223073145898,3.425106088798202e-05,3.425106088798202e-05,0,0,0,0,0,0,0.0003542409567748,0.0003542409567748
Hallway,ppo,0.0004073459587716,1024,802,4,570357,567867,63.77914810180664,28,256,2048,0.0094566561134005,0.15791283575956,0.9074368391333598,6,0.0,0.0,0.0,1,173.04555880000044,1589.63671875,0.8163430884602361,1.0,10000,Windows,2026-01-04T15:05:43.113567,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.595812439918518,714.9239501953125,-0.82381826097315,-9.06200087070465,-0.82381826097315,-9.06200087070465,-0.0024383335839957,-0.095095008611679,0.0678275420214049,0.0678275420214049,0.0001449136074901,0.0001449136074901,0,0,0,0,0,0,0.0004073459587716,0.0004073459587716
PushBlock,ppo,0.0005907051487197,2048,203,1,892031,891574,63.77914810180664,28,1024,8192,0.0033038604209682,0.229490124263363,0.9462887562153752,4,0.0,0.0,0.0,1,233.0030879000005,2511.23046875,0.9149454887467248,1.0,10000,Windows,2026-01-04T15:52:34.203032,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.598106026649475,22808.169921875,4.65602414053062,270.0494001507759,4.65602414053062,270.0494001507759,0.563061535358429,32.657569885253906,0.014664933689346,0.0293298673786921,0.2524493001401424,0.5048986002802849,0,0,0,0,0,0,0.0005907051487197,0.0011814102974395
PushBlock,ppo,0.0006040327194956,64,130,2,563854,550053,63.77914810180664,28,1024,4096,0.0072153541829714,0.2163008600662065,0.98871604022108,5,0.0,0.0,0.0,1,351.5628596000024,2515.88671875,0.973504466424419,1.0,10000,Windows,2026-01-04T15:58:29.870919,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.9222452640533447,6458.744140625,-1.0000001192092896,-10.000001192092896,-1.0000001192092896,-10.000001192092896,-0.0240060053765773,-0.2400600612163543,0.0806719256197767,0.0806719256197767,0.000517518303672,0.000517518303672,0,0,0,0,0,0,0.0006040327194956,0.0006040327194956
PushBlock,ppo,0.0001064377460774,256,438,2,952791,952294,63.77914810180664,28,128,10240,0.0085344996985908,0.1828834179403001,0.970732558756254,8,0.0,0.0,0.0,1,453.3920161999995,1499.31640625,0.939147477450996,1.0,10000,Windows,2026-01-04T16:06:07.347101,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.51469886302948,16043.6904296875,4.74389919390281,583.4996008500457,4.74389919390281,583.4996008500457,1.440112590789795,233.2982482910156,0.0505642032310389,0.0505642032310389,0.3127635420731655,0.3127635420731655,0,0,0,0,0,0,0.0001064377460774,0.0001064377460774
PushBlock,ppo,0.0001274610780852,512,557,5,761520,750355,63.77914810180664,28,1024,10240,0.006145708158423,0.1484352831677016,0.9886710267083424,3,0.0,0.0,0.0,1,196.7193631000009,2632.26953125,0.8946957884322374,1.0,10000,Windows,2026-01-04T16:09:27.914185,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.934947490692139,6439.50537109375,-1.0000001192092896,-10.000001192092896,-1.0000001192092896,-10.000001192092896,-0.0091470181941986,-0.091470181941986,0.0303145844825646,0.0303145844825646,5.61905122190688e-05,5.61905122190688e-05,0,0,0,0,0,0,0.0001274610780852,0.0001274610780852
PushBlock,ppo,0.0001301203921875,512,646,3,780247,779279,63.77914810180664,28,128,4096,0.0039584566649623,0.2022849380728481,0.9677421298981892,9,0.0,0.0,0.0,1,361.1621630000009,1492.22265625,0.910148307491204,1.0,10000,Windows,2026-01-04T16:15:33.132952,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.5851411819458008,12985.4765625,4.657765444797965,242.2038031294942,4.657765444797965,242.2038031294942,0.5840686559677124,65.999755859375,0.043266051872504,0.0865321037450081,0.1565028904005885,0.313005780801177,0,0,0,0,0,0,0.0001301203921875,0.000260240784375
PushBlock,ppo,0.000138931537269,256,173,2,567913,567281,63.77914810180664,28,64,8192,0.0030121385259654,0.1559602135256053,0.903371738310614,3,0.0,0.0,0.0,1,162.6122961000001,1390.078125,0.8578082393275311,1.0,10000,Windows,2026-01-04T16:18:19.632885,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.7601310014724731,25458.53515625,3.762616624434789,45.15139949321747,3.762616624434789,45.15139949321747,0.0496151410043239,8.037652969360352,0.0485249127018808,0.0970498254037617,0.0515905303498064,0.1031810606996129,0,0,0,0,0,0,0.000138931537269,0.000277863074538
PushBlock,ppo,0.0001744903402289,1024,555,1,650223,643152,63.77914810180664,28,512,8192,0.0080642198399904,0.1719162519459322,0.9127583948914134,6,0.0,0.0,0.0,1,207.67014850000123,1979.63671875,0.8648199769515529,1.0,10000,Windows,2026-01-04T16:21:51.133110,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.919512152671814,36731.78515625,-1.0000000596046448,-20.000001192092896,-1.0000000596046448,-20.000001192092896,0.0121326018124818,0.2426520437002182,0.0268118233191974,0.0536236466383949,0.0553166764439083,0.1106333528878167,0,0,0,0,0,0,0.0001744903402289,0.0003489806804578
PushBlock,ppo,0.0001234856193557,1024,870,3,770740,770689,63.77914810180664,28,128,8192,0.0052533747471292,0.1566123227061303,0.958298234047313,8,0.0,0.0,0.0,1,302.1177613,1544.828125,0.980461949093488,1.0,10000,Windows,2026-01-04T16:26:57.352287,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.4664045572280884,14687.5078125,4.908062762879078,750.933602720499,4.908062762879078,750.933602720499,2.797094821929932,511.8683471679688,0.0310989529752987,0.0310989529752987,0.3574223830364644,0.3574223830364644,0,0,0,0,0,0,0.0001234856193557,0.0001234856193557
PushBlock,ppo,0.00090470621943,512,438,2,987738,987269,63.77914810180664,28,256,2048,0.0094196095985426,0.1539032625134282,0.9653784069777656,8,0.0,0.0,0.0,1,412.33985440000106,1664.23046875,0.9776515163060348,1.0,10000,Windows,2026-01-04T16:33:53.636369,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.8302668333053589,18624.794921875,3.9644500091671935,31.715600073337555,3.9644500091671935,31.715600073337555,0.2177216112613678,9.36202907562256,0.03572904207734,0.10718712623202,0.0839904671932648,0.2519714015797945,0,0,0,0,0,0,0.00090470621943,0.0027141186582901
