enviroment,algorithm,learning_rate,batch_size,hidden_units,num_layers,steps,max_steps,ram_gb,cpu_cores,time_horizon,buffer_size,beta,epsilon,lambd,num_epoch,tau,reward_signal_steps_per_update,init_entcoef,num_parallel_agents,training_duration_seconds,peak_ram_mb,gamma,strength,summary_freq,os,timestamp,gpu_available,gpu_name,gpu_memory_gb,final_mean_entropy,final_sum_entropy,final_mean_reward,final_sum_reward,final_cumulative_mean_reward,final_cumulative_sum_reward,final_mean_extrinsic_value_estimate,final_sum_extrinsic_value_estimate,final_mean_policy_loss,final_sum_policy_loss,final_mean_value_loss,final_sum_value_loss,final_mean_q1_loss,final_sum_q1_loss,final_mean_q2_loss,final_sum_q2_loss,final_mean_cont_entropy_coeff,final_sum_cont_entropy_coeff,final_learning_rate_mean,final_learning_rate_sum
PushBlock,ppo,0.0001158520193596,512,137,2,763958,762343,63.77914810180664,28,256,10240,0.008471516615366,0.1444712227173566,0.9321016544824944,3,0.0,0.0,0.0,1,218.36898320000185,1654.44140625,0.8652338825831158,1.0,10000,Windows,2026-01-04T16:37:35.979718,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.8311806917190552,12188.3388671875,-0.2807895219639728,-10.670001834630966,-0.2807895219639728,-10.670001834630966,0.0295441318303346,1.2999417781829834,0.0352543817833066,0.0352543817833066,0.0632691835053265,0.0632691835053265,0,0,0,0,0,0,0.0001158520193596,0.0001158520193596
Crawler,ppo,0.000420628636683,2048,141,4,951087,950942,63.77914810180664,28,256,8192,0.003292836850215,0.2497061251310397,0.9127043540371717,4,0.0,0.0,0.0,1,372.4653203999988,1222.703125,0.8424246256152605,1.0,10000,Windows,2026-01-04T16:54:35.636928,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.3392192125320437,11423.5400390625,54.20941694205006,3903.078019827604,54.20941694205006,3903.078019827604,2.610947608947754,229.7633819580078,0.0166217759833671,0.0166217759833671,1.4892117157578468,1.4892117157578468,0,0,0,0,0,0,0.000420628636683,0.000420628636683
Crawler,ppo,0.0002329937601339,2048,183,3,647927,647261,63.77914810180664,28,1024,8192,0.0044159194658126,0.2654970116130566,0.9607389372744198,6,0.0,0.0,0.0,1,322.43632049999724,1469.015625,0.8615513065932591,1.0,10000,Windows,2026-01-04T17:00:02.586275,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.4123468399047852,12824.109375,116.89370496706528,1285.8307546377182,116.89370496706528,1285.8307546377182,0.4684574902057647,5.153032302856445,0.0131679568391215,0.0131679568391215,1.315611571073532,1.315611571073532,0,0,0,0,0,0,0.0002329937601339,0.0002329937601339
Crawler,ppo,0.0001042624010916,64,196,5,724128,724114,63.77914810180664,28,128,4096,0.0082213389397212,0.1496661558587949,0.9457222422519932,10,0.0,0.0,0.0,1,1103.3051999999989,1161.484375,0.8416458310054615,1.0,10000,Windows,2026-01-04T17:18:30.271774,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.2560304403305054,12736.1484375,109.4125926505678,3172.965186866466,109.4125926505678,3172.965186866466,1.7573111057281494,163.429931640625,0.098683336153313,0.296050008459939,0.5615143309438076,1.6845429928314228,0,0,0,0,0,0,0.0001042624010916,0.000312787203275
Crawler,ppo,0.0001049173207448,1024,803,5,630152,630062,63.77914810180664,28,64,2048,0.0026319215295262,0.2066548052528558,0.915535388953659,10,0.0,0.0,0.0,1,507.4083567999987,1174.48046875,0.8980440860484329,1.0,10000,Windows,2026-01-04T17:27:02.025006,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.3473058938980105,13971.5625,724.1489205848426,14482.978411696851,724.1489205848426,14482.978411696851,15.894132614135742,2670.21435546875,0.0223494026489788,0.0893976105959154,6.300051069259643,25.200204277038573,0,0,0,0,0,0,0.0001049173207448,0.0004196692829793
Crawler,ppo,0.0001016365725559,1024,567,5,623079,622737,63.77914810180664,28,128,10240,0.00398505213724,0.2315564934787393,0.9444938657106908,8,0.0,0.0,0.0,1,412.6331270999981,1208.67578125,0.9330796114658532,1.0,10000,Windows,2026-01-04T17:33:59.123499,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.3144710063934326,12934.39453125,308.2046152519492,4006.65999827534,308.2046152519492,4006.65999827534,14.43657684326172,1198.23583984375,0.0252540473971748,0.0252540473971748,6.658798438310623,6.658798438310623,0,0,0,0,0,0,0.0001016365725559,0.0001016365725559
Crawler,ppo,0.0001093595936342,256,179,5,929505,929395,63.77914810180664,28,64,4096,0.0077905639044314,0.2556030892381346,0.9510718462551372,6,0.0,0.0,0.0,1,596.3390383000005,1141.62890625,0.8305446598515578,1.0,10000,Windows,2026-01-04T17:43:59.848083,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.291654109954834,12593.6279296875,406.36421848802667,14222.747647080934,406.36421848802667,14222.747647080934,8.860394477844238,1550.569091796875,0.0450527168254161,0.1351581504762483,1.9784885367585552,5.935465610275665,0,0,0,0,0,0,0.0001093595936342,0.0003280787809026
Crawler,ppo,0.0002515619519598,256,687,3,754631,754548,63.77914810180664,28,256,8192,0.0042353607436438,0.1549102995943632,0.9860217727187665,10,0.0,0.0,0.0,1,615.4626958000008,1236.37109375,0.8181641639553732,1.0,10000,Windows,2026-01-04T17:54:19.818192,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,0.744088888168335,5945.27001953125,147.36923720811805,1768.4308464974165,147.36923720811805,1768.4308464974165,0.9981828331947328,41.92367935180664,0.0495801302522977,0.0495801302522977,0.1754704646533355,0.1754704646533355,0,0,0,0,0,0,0.0002515619519598,0.0002515619519598
Crawler,ppo,0.0005670204682639,256,632,2,837106,837043,63.77914810180664,28,128,4096,0.001352346381614,0.1983885037238644,0.9161413720088726,8,0.0,0.0,0.0,1,582.5149576000003,1177.62890625,0.9764481470226154,1.0,10000,Windows,2026-01-04T18:04:06.857849,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,0.3377919495105743,3357.65185546875,83.24536700762498,2497.3610102287494,83.24536700762498,2497.3610102287494,6.856151103973389,610.1974487304688,0.0457334965394693,0.0914669930789386,2.811321293353103,5.622642586706206,0,0,0,0,0,0,0.0005670204682639,0.0011340409365278
Crawler,ppo,0.0001592031255044,512,714,2,607389,607172,63.77914810180664,28,256,4096,0.0037536373487672,0.2185553628337208,0.9439076450686013,9,0.0,0.0,0.0,1,406.7691597999983,1218.37890625,0.9882402992764292,1.0,10000,Windows,2026-01-04T18:10:58.129209,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.2749829292297363,14126.810546875,110.10992097854614,1981.9785776138303,110.10992097854614,1981.9785776138303,27.302295684814453,1337.8125,0.0334193412014529,0.0668386824029059,21.32549981276194,42.65099962552388,0,0,0,0,0,0,0.0001592031255044,0.0003184062510089
Crawler,ppo,0.000596849917824,2048,409,3,816888,816787,63.77914810180664,28,128,8192,0.0029790883017023,0.2433644760009912,0.980207945010864,5,0.0,0.0,0.0,1,352.29088769999726,1187.66796875,0.9049283681815488,1.0,10000,Windows,2026-01-04T18:16:54.675773,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.2394843101501465,12828.662109375,226.6443853450544,7479.264716386795,226.6443853450544,7479.264716386795,9.86345672607422,917.301513671875,0.0191630111949052,0.0191630111949052,6.170472168922425,6.170472168922425,0,0,0,0,0,0,0.000596849917824,0.000596849917824
Basic,ppo,0.0006730510897315,128,433,2,595736,595626,63.77914810180664,28,256,2048,0.0035766237827102,0.2588108127139586,0.9666035667265632,4,0.0,0.0,0.0,1,1012.6767758000024,1321.7578125,0.8042366178053694,1.0,10000,Windows,2026-01-04T20:31:44.400000,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,6.066486548661487e-06,0.052450843155384,0.9280811079510048,1281.6800100803375,0.9280811079510048,1281.6800100803375,-0.0509560070931911,-1.9872843027114868,0.0724524277708648,0.2898097110834594,1.0345666130154703e-06,4.138266452061881e-06,0,0,0,0,0,0,0.0006730510897315,0.0026922043589262
Basic,ppo,0.0007973214023877,512,227,5,111285,792580,63.77914810180664,28,128,2048,0.0098239057056378,0.2889246946483482,0.9487952539633918,9,0.0,0.0,0.0,1,231.4248255999992,1281.11328125,0.8192278265851469,1.0,10000,Windows,2026-01-04T20:35:39.740963,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,-1.1920927533992653e-07,-0.0011934040812775,0.9300000071525574,1328.9700102210045,0.9300000071525574,1328.9700102210045,0.5661811828613281,809.0728759765625,0.0315272516260544,0.1576362581302722,8.604103155260586e-15,4.302051577630293e-14,0,0,0,0,0,0,0.0007973214023877,0.0039866070119386
Walker,ppo,0.0002749061628786,64,198,2,3163682,3163646,63.77914810180664,28,256,2048,0.0033190663371018,0.1580549248520754,0.9694667586348444,9,0.0,0.0,0.0,1,4391.800206,1117.87890625,0.8468251445867762,1.0,10000,Windows,2026-01-04T21:54:22.605272,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,-0.4453186690807342,-4413.10791015625,4.279985717744441,3167.189431130886,4.279985717744441,3167.189431130886,1.312341332435608,971.1326293945312,0.0924469840876952,0.4622349204384762,0.2214499724343707,1.1072498621718538,0,0,0,0,0,0,0.0002749061628786,0.0013745308143932
Walker,ppo,0.0003886104362256,512,1007,2,3195614,3195557,63.77914810180664,28,512,8192,0.0021531915186905,0.202873040969419,0.9867187332183924,5,0.0,0.0,0.0,1,1791.555646599998,1174.46484375,0.8276774626808843,1.0,10000,Windows,2026-01-04T22:24:18.443682,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,-0.1305471211671829,-1306.776611328125,8.701253746196137,6334.512727230787,8.701253746196137,6334.512727230787,2.744801044464112,1998.215087890625,0.0371397069073282,0.0371397069073282,0.3566833708435297,0.3566833708435297,0,0,0,0,0,0,0.0003886104362256,0.0003886104362256
Walker,ppo,0.0001672157547941,1024,204,2,3479941,3479778,63.77914810180664,28,1024,4096,0.0027560853762659,0.1957391599557704,0.9880836657440838,6,0.0,0.0,0.0,1,1556.2548813999963,1129.32421875,0.895845669123204,1.0,10000,Windows,2026-01-04T22:50:18.985273,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,0.7941960692405701,8235.8134765625,37.19465169734156,14654.692768752577,37.19465169734156,14654.692768752577,9.75532054901123,3843.596435546875,0.022441778321081,0.0448835566421621,4.747535462180773,9.495070924361546,0,0,0,0,0,0,0.0001672157547941,0.0003344315095882
Walker,ppo,0.0001829149660845,2048,630,5,2254373,2254277,63.77914810180664,28,256,8192,0.008968295999211,0.1883796910051195,0.9719286333947548,6,0.0,0.0,0.0,1,1116.6248984999984,1183.1328125,0.9512467251493112,1.0,10000,Windows,2026-01-04T23:08:59.677800,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.230995774269104,12199.16796875,27.97572495026383,12337.294703066347,27.97572495026383,12337.294703066347,11.428438186645508,5039.94140625,0.0202577252396925,0.0202577252396925,10.501539647579191,10.501539647579191,0,0,0,0,0,0,0.0001829149660845,0.0001829149660845
Walker,ppo,0.0002867343987977,256,317,1,3157741,3157647,63.77914810180664,28,256,2048,0.0093121083339091,0.162532151671579,0.9180123232404014,7,0.0,0.0,0.0,1,1783.5228341000038,1117.20703125,0.9087698349879326,1.0,10000,Windows,2026-01-04T23:38:47.163366,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,0.625339150428772,6215.87109375,18.28921461573595,10534.587618663909,18.28921461573595,10534.587618663909,6.8137383460998535,3924.71337890625,0.0521534133862847,0.208613653545139,3.0072623799954146,12.029049519981658,0,0,0,0,0,0,0.0002867343987977,0.0011469375951911
Walker,ppo,0.000484943042512,2048,768,3,2566747,2566612,63.77914810180664,28,64,8192,0.001713272965452,0.1004758234649176,0.9095794318448646,3,0.0,0.0,0.0,1,951.1613455999976,1176.79296875,0.8191745269262074,1.0,10000,Windows,2026-01-04T23:54:42.288227,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.075998306274414,10824.54296875,28.365747278396967,15260.772035777569,28.365747278396967,15260.772035777569,6.861201286315918,3691.326416015625,0.0108362527098506,0.0108362527098506,0.7474745611349741,0.7474745611349741,0,0,0,0,0,0,0.000484943042512,0.000484943042512
Walker,ppo,0.0005989066008839,128,503,3,2470521,2470432,63.77914810180664,28,128,4096,0.0032251649460985,0.2167190035062587,0.927908087498962,8,0.0,0.0,0.0,1,2088.7818753999964,1137.08984375,0.8117745699076978,1.0,10000,Windows,2026-01-05T00:29:35.028169,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,2.8454232215881348,28397.32421875,-0.4366124436852255,-340.1210936307907,-0.4366124436852255,-340.1210936307907,-0.2212428450584411,-172.34817504882812,0.1368533793032645,0.2737067586065291,0.0397223940144613,0.0794447880289226,0,0,0,0,0,0,0.0005989066008839,0.0011978132017678
Walker,ppo,0.0007196982665293,64,307,1,2201771,2201762,63.77914810180664,28,64,2048,0.0079204718310057,0.2017192500957331,0.9412498269227872,6,0.0,0.0,0.0,1,1677.9441206999982,1103.203125,0.8533235648319007,1.0,10000,Windows,2026-01-05T00:57:36.888168,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.3664484024047852,13555.16796875,6.596786256045427,4551.782516671345,6.596786256045427,4551.782516671345,2.1360270977020264,1473.858642578125,0.0932519996283373,0.4662599981416869,0.779675239939807,3.8983761996990354,0,0,0,0,0,0,0.0007196982665293,0.0035984913326467
Walker,ppo,0.0008795894697497,2048,717,5,2656076,2656063,63.77914810180664,28,512,8192,0.0035225889030085,0.2961118686129786,0.9617985237614723,3,0.0,0.0,0.0,1,1116.8569184000007,1187.37890625,0.867223980380205,1.0,10000,Windows,2026-01-05T01:16:17.718337,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,0.624869704246521,6142.46923828125,19.04313353365734,10721.28417944908,19.04313353365734,10721.28417944908,5.814931869506836,3273.806640625,0.0210759901868489,0.0210759901868489,1.6449038883050282,1.6449038883050282,0,0,0,0,0,0,0.0008795894697497,0.0008795894697497
Walker,ppo,0.0001561378541475,256,801,3,3805822,3805747,63.77914810180664,28,512,4096,0.0035711626160789,0.1387253224204372,0.9007562808508736,3,0.0,0.0,0.0,1,1587.0609232999996,1160.96484375,0.9396310724219368,1.0,10000,Windows,2026-01-05T01:42:48.724769,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,0.9621542096138,9534.9482421875,35.96801392833885,14495.109613120556,35.96801392833885,14495.109613120556,12.86917209625244,5186.2763671875,0.0517900457860681,0.1035800915721362,5.846556596457958,11.693113192915916,0,0,0,0,0,0,0.0001561378541475,0.0003122757082951
GridWorld,ppo,0.0006744621544223,256,325,4,3361178,3361133,63.77914810180664,28,64,4096,0.0077581175849701,0.1067411482808021,0.9728153054568398,7,0.0,0.0,0.0,1,4901.189017700002,2798.46875,0.99480234230381,1.0,10000,Windows,2026-01-05T09:49:17.176021,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,-1.1920927533992653e-07,-0.0010718106059357,-0.9999998807907104,-43.99999475479126,-0.9999998807907104,-43.99999475479126,-1.9230389595031736,-338.4548645019531,0.0478527467267089,0.1435582401801268,0.0005637351088288,0.0016912053264864,0,0,0,0,0,0,0.0006744621544223,0.0020233864632671
GridWorld,ppo,0.0002002500302804111,512,927,5,2573466,2573466,63.77914810180664,28,64,2048,0.0016012022994322515,0.14501512187382257,0.9119894673201414,6,0.0,0.0,0.0,1,7133.633710199996,31299.59765625,0.9872589388387603,1.0,10000,Windows,2026-01-05T11:48:14.997857,True,NVIDIA GeForce RTX 4070 Ti,11.99365234375,1.422387957572937,14145.6484375,-0.26213014848838895,-88.59999018907547,-0.26213014848838895,-88.59999018907547,-0.18668599426746368,-71.87410736083984,0.029514298556993408,0.14757149278496703,0.14336868592848379,0.716843429642419,0,0,0,0,0,0,0.00020025003028041106,0.0010012501514020554
