step,mean_reward,mean_group_reward,std_reward,time_elapsed,run_id,environment,algorithm,memory_usage_avg_mb,memory_usage_peak_mb,cpu_usage_avg_mb,cpu_usage_peak_mb,gpu_usage_avg_mb,gpu_usage_peak_mb
170000,0.0,-0.182,,14299.094,SCTWRUN3,unknown,poca,1296.1600549605412,1922.078125,73.97903043968435,1270.5,,
180000,0.0,-0.174,,16626.658,SCTWRUN3,unknown,poca,1284.579582429501,1922.078125,73.13817787418654,1270.5,,
190000,0.0,-0.167,,20241.129,SCTWRUN3,unknown,poca,1288.6249843279838,1922.078125,74.98706118355062,1270.5,,
200000,0.0,0.152,,22144.852,SCTWRUN3,unknown,poca,1290.666047705314,1922.078125,73.95884057971013,1270.5,,
210000,0.0,0.129,,23158.043,SCTWRUN3,unknown,poca,1272.0572349000909,1922.078125,72.50408719346046,1270.5,,
220000,0.0,-0.415,,25092.884,SCTWRUN3,unknown,poca,1276.4743369611158,1922.078125,74.76584953508028,1270.5,,
230000,0.0,-0.287,,26037.6,SCTWRUN3,unknown,poca,1281.0542032014682,1922.078125,73.98784665579117,1270.5,,
240000,0.0,-0.286,,26095.983,SCTWRUN3,unknown,poca,1281.2826884920635,1922.078125,73.35341269841264,1270.5,,
250000,0.0,-0.308,,28052.013,SCTWRUN3,unknown,poca,1288.0584788602941,1922.078125,74.96764705882349,1270.5,,
260000,0.0,-0.027,,28780.901,SCTWRUN3,unknown,poca,1281.3926110428372,1922.078125,73.9130617977528,1270.5,,
270000,0.0,-0.538,,28802.752,SCTWRUN3,unknown,poca,1273.4612724757953,1922.078125,73.56424619640387,1270.5,,
280000,0.0,0.076,,28825.322,SCTWRUN3,unknown,poca,1266.4498254427792,1922.078125,73.21859673024521,1270.5,,
290000,0.0,0.151,,28870.326,SCTWRUN3,unknown,poca,1271.8353540152016,1922.078125,74.25558493060146,1270.5,,
300000,0.0,-0.4,,28894.862,SCTWRUN3,unknown,poca,1272.4033425504228,1922.078125,73.89004554326613,1270.5,,
310000,0.0,0.125,,28930.448,SCTWRUN3,unknown,poca,1270.3991278607755,1922.078125,73.36420851875403,1270.5,,
320000,0.0,-0.381,,28973.777,SCTWRUN3,unknown,poca,1275.9748607673268,1922.078125,74.34418316831686,1270.5,,
330000,0.0,0.077,,28996.713,SCTWRUN3,unknown,poca,1278.2601433801099,1922.078125,74.01860890787066,1270.5,,
340000,0.0,-0.15,,29022.571,SCTWRUN3,unknown,poca,1280.6576295045045,1922.078125,73.65417417417417,1270.5,,
350000,0.0,0.136,,29066.368,SCTWRUN3,unknown,poca,1286.769238509953,1922.078125,74.58126463700235,1270.5,,
360000,0.0,0.052,,29105.606,SCTWRUN3,unknown,poca,1291.214119708238,1922.078125,74.01985125858127,1270.5,,
370000,0.0,-0.323,,29134.24,SCTWRUN3,unknown,poca,1293.5107333896397,1922.078125,73.6525900900901,1270.5,,
380000,0.0,-0.193,,29171.502,SCTWRUN3,unknown,poca,1299.316085217871,1922.078125,74.61174848317705,1270.5,,
390000,0.0,0.007,,29203.642,SCTWRUN3,unknown,poca,1304.8564363143632,1922.078125,74.19165311653114,1270.5,,
400000,0.0,-0.2,,29227.722,SCTWRUN3,unknown,poca,1308.779293739968,1922.078125,73.89069020866772,1270.5,,
410000,0.0,0.092,,29277.406,SCTWRUN3,unknown,poca,1317.8900794684732,1922.078125,74.62251172485666,1270.5,,
420000,0.0,-0.069,,29305.778,SCTWRUN3,unknown,poca,1321.6298953518233,1922.078125,74.27858243451458,1270.5,,
430000,0.0,0.0,,29335.137,SCTWRUN3,unknown,poca,1325.555157751644,1922.078125,73.91810824481531,1270.5,,
440000,0.0,-0.182,,29376.762,SCTWRUN3,unknown,poca,1331.4687809712586,1922.078125,74.71704658077302,1270.5,,
450000,0.0,-0.167,,29398.078,SCTWRUN3,unknown,poca,1334.0922557013241,1922.078125,74.48195193722407,1270.5,,
460000,0.0,0.017,,29419.213,SCTWRUN3,unknown,poca,1336.6184390169904,1922.078125,74.2482524271844,1270.5,,
470000,0.0,-0.317,,29480.147,SCTWRUN3,unknown,poca,1344.7224923385195,1922.078125,74.77298444130123,1270.5,,
480000,0.0,-0.167,,29502.623,SCTWRUN3,unknown,poca,1347.350148670709,1922.078125,74.51483208955217,1270.5,,
490000,0.0,-0.251,,29524.588,SCTWRUN3,unknown,poca,1349.705730369515,1922.078125,74.29150115473436,1270.5,,
500000,0.0,-0.182,,29547.151,SCTWRUN3,unknown,poca,1352.2485217664535,1922.078125,74.04648080438749,1270.5,,
510000,0.0,0.019,,29598.517,SCTWRUN3,unknown,poca,1358.256001563198,1922.078125,74.65475658776234,1270.5,,
520000,0.0,0.0,,29636.962,SCTWRUN3,unknown,poca,1360.1377030289727,1922.078125,74.23647936786648,1270.5,,
530000,0.0,-0.063,,29653.129,SCTWRUN3,unknown,poca,1360.820285255013,1922.078125,74.08391455972095,1270.5,,
540000,0.0,-0.181,,29701.015,SCTWRUN3,unknown,poca,1364.8056986864588,1922.078125,74.69700982486114,1270.5,,
550000,0.0,-0.167,,29725.225,SCTWRUN3,unknown,poca,1366.768406448203,1922.078125,74.45577167019029,1270.5,,
560000,0.0,-0.121,,29743.782,SCTWRUN3,unknown,poca,1368.3333879509228,1922.078125,74.27302852348996,1270.5,,
570000,0.0,-0.169,,29809.26,SCTWRUN3,unknown,poca,1374.1968660677828,1922.078125,74.66970191915071,1270.5,,
580000,0.0,0.121,,29833.785,SCTWRUN3,unknown,poca,1376.0391888136621,1922.078125,74.42817299919166,1270.5,,
590000,0.0,0.273,,29856.594,SCTWRUN3,unknown,poca,1377.5775428185095,1922.078125,74.22203525641031,1270.5,,
600000,0.0,0.0,,29901.637,SCTWRUN3,unknown,poca,1381.3436700609996,1922.078125,74.81550570641485,1270.5,,
610000,0.0,-0.274,,29919.747,SCTWRUN3,unknown,poca,1382.5723305001954,1922.078125,74.65087924970697,1270.5,,
620000,0.0,-0.059,,29963.268,SCTWRUN3,unknown,poca,1385.4273914713792,1922.078125,74.23672685363051,1270.5,,
630000,0.0,-0.333,,30007.537,SCTWRUN3,unknown,poca,1388.208957074046,1922.078125,74.81076690593133,1270.5,,
640000,0.0,-0.065,,30029.851,SCTWRUN3,unknown,poca,1389.6974990633196,1922.078125,74.61318846009748,1270.5,,
650000,0.0,-0.106,,30048.072,SCTWRUN3,unknown,poca,1391.0095156715029,1922.078125,74.45405505952388,1270.5,,
660000,0.0,0.043,,30098.627,SCTWRUN3,unknown,poca,1394.8348303962746,1922.078125,74.9544923301681,1270.5,,
670000,0.0,0.091,,30132.293,SCTWRUN3,unknown,poca,1396.8254127571274,1922.078125,74.65831829664393,1270.5,,
680000,0.0,0.057,,30164.663,SCTWRUN3,unknown,poca,1398.8013607792439,1922.078125,74.37196861626263,1270.5,,
690000,0.0,-0.1,,30176.02,SCTWRUN3,unknown,poca,1398.9581094582593,1922.078125,74.2922912966254,1270.5,,
700000,0.0,0.087,,30232.226,SCTWRUN3,unknown,poca,1401.342764933821,1922.078125,74.71501219087443,1270.5,,
710000,0.0,0.153,,30246.348,SCTWRUN3,unknown,poca,1401.420363951473,1922.078125,74.60845753899497,1270.5,,
720000,0.0,0.042,,30284.052,SCTWRUN3,unknown,poca,1401.5934773776942,1922.078125,74.29007868628139,1270.5,,
730000,0.0,-0.235,,30338.405,SCTWRUN3,unknown,poca,1403.5749233708432,1922.078125,74.71360429963067,1270.5,,
740000,0.0,-0.324,,30354.059,SCTWRUN3,unknown,poca,1404.010373162379,1922.078125,74.59014366856015,1270.5,,
750000,0.0,-0.268,,30383.553,SCTWRUN3,unknown,poca,1404.896917397419,1922.078125,74.36039046988766,1270.5,,
760000,0.0,-0.018,,30427.835,SCTWRUN3,unknown,poca,1406.7885834556425,1922.078125,74.86060013046331,1270.5,,
770000,0.0,-0.231,,30459.461,SCTWRUN3,unknown,poca,1407.731595989348,1922.078125,74.61032924467415,1270.5,,
780000,0.0,-0.044,,30485.344,SCTWRUN3,unknown,poca,1408.3197923335467,1922.078125,74.4122279129323,1270.5,,
790000,0.0,-0.214,,30523.717,SCTWRUN3,unknown,poca,1409.5690524193549,1922.078125,74.94130297280219,1270.5,,
800000,0.0,0.382,,30552.775,SCTWRUN3,unknown,poca,1410.281494829207,1922.078125,74.72030711375761,1270.5,,
810000,0.0,-0.124,,30567.03,SCTWRUN3,unknown,poca,1410.6233229329173,1922.078125,74.6267082683309,1270.5,,
820000,0.0,-0.18,,30633.919,SCTWRUN3,unknown,poca,1412.8170843520782,1922.078125,74.90803789731066,1270.5,,
830000,0.0,-0.141,,30660.005,SCTWRUN3,unknown,poca,1413.4903492647059,1922.078125,74.71949666464539,1270.5,,
840000,0.0,-0.182,,30682.685,SCTWRUN3,unknown,poca,1414.0360269201808,1922.078125,74.56385542168688,1270.5,,
850000,0.0,0.118,,30732.009,SCTWRUN3,unknown,poca,1416.3188705489615,1922.078125,74.96774480712179,1270.5,,
860000,0.0,-0.143,,30750.207,SCTWRUN3,unknown,poca,1417.3204277966352,1922.078125,74.84409681227876,1270.5,,
870000,0.0,-0.182,,30774.218,SCTWRUN3,unknown,poca,1418.6269187793084,1922.078125,74.67584994138348,1270.5,,
880000,0.0,-0.256,,30830.9,SCTWRUN3,unknown,poca,1421.132452061707,1922.078125,75.01476355247993,1270.5,,
890000,0.0,-0.009,,30855.39,SCTWRUN3,unknown,poca,1422.345230639851,1922.078125,74.84843973661621,1270.5,,
900000,0.0,-0.134,,30878.755,SCTWRUN3,unknown,poca,1423.4831218003412,1922.078125,74.69183731513091,1270.5,,
910000,0.0,0.111,,30925.672,SCTWRUN3,unknown,poca,1426.4257955023857,1922.078125,75.09492001122658,1270.5,,
920000,0.0,-0.192,,30948.633,SCTWRUN3,unknown,poca,1427.726784718349,1922.078125,74.94088120468496,1270.5,,
930000,0.0,0.059,,30988.221,SCTWRUN3,unknown,poca,1429.8950431034482,1922.078125,74.6795310344828,1270.5,,
940000,0.0,-0.129,,31009.356,SCTWRUN3,unknown,poca,1431.0475563974219,1922.078125,74.54698299506313,1270.5,,
950000,0.0,-0.308,,31058.296,SCTWRUN3,unknown,poca,1434.315024526387,1922.078125,74.92733423545337,1270.5,,
960000,0.0,0.13,,31080.785,SCTWRUN3,unknown,poca,1435.589622006995,1922.078125,74.7878934624698,1270.5,,
970000,0.0,0.097,,31096.497,SCTWRUN3,unknown,poca,1436.5158677672114,1922.078125,74.69006161264402,1270.5,,
980000,0.0,-0.058,,31164.126,SCTWRUN3,unknown,poca,1440.291410361842,1922.078125,74.93439473684212,1270.5,,
990000,0.0,-0.46,,31184.939,SCTWRUN3,unknown,poca,1441.1864081719445,1922.078125,74.80868882491495,1270.5,,
1000000,0.0,0.02,,31204.748,SCTWRUN3,unknown,poca,1442.0279102121842,1922.078125,74.68791981254883,1270.5,,
