step,mean_reward,mean_group_reward,std_reward,time_elapsed,memory_usage_avg_mb,memory_usage_peak_mb,cpu_usage_avg_mb,cpu_usage_peak_mb,gpu_usage_avg_mb,gpu_usage_peak_mb,trainer_type,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,learning_rate_schedule
1720000,0.56,,0.512,1939.249,642.119261686467,748.453125,56.62272727272727,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1730000,0.531,,0.528,1949.929,641.7621902285567,748.453125,56.62455059065228,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1740000,0.569,,0.508,1960.598,641.4409810935105,748.453125,56.62560040878895,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1750000,0.632,,0.477,1971.346,641.0914475355692,748.453125,56.62616869918698,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1760000,0.596,,0.494,1982.158,640.7457996462861,748.453125,56.626528549772594,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1770000,0.535,,0.522,1992.716,640.4348919054802,748.453125,56.62639517345398,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1780000,0.618,,0.476,2003.16,640.096484375,748.453125,56.62684999999999,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1790000,0.571,,0.512,2014.142,639.7617789656887,748.453125,56.62695176529089,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1800000,0.628,,0.482,2024.607,639.4606630380999,748.453125,56.62899554675902,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1810000,0.59,,0.5,2035.325,639.1327971210629,748.453125,56.628690944881875,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1820000,0.564,,0.537,2045.883,638.8378198457394,748.453125,56.63080313418216,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1830000,0.58,,0.526,2056.653,638.5168275085241,748.453125,56.631612274719906,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1840000,0.534,,0.544,2067.336,638.1992641715116,748.453125,56.6316375968992,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1850000,0.58,,0.529,2077.933,637.9139796287368,748.453125,56.63413693346189,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1860000,0.438,,0.583,2088.617,637.6033273381295,748.453125,56.63366906474817,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1870000,0.572,,0.528,2099.637,637.2960848043894,748.453125,56.63497137404577,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1880000,0.466,,0.567,2110.323,636.9921467133365,748.453125,56.635168485999024,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1890000,0.591,,0.528,2121.366,636.6913656751652,748.453125,56.634277620396574,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1900000,0.569,,0.548,2132.016,636.4135778900376,748.453125,56.634586466165395,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1910000,0.624,,0.513,2143.73,636.0529789719626,748.453125,56.63079439252336,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1920000,0.633,,0.51,2154.844,635.6947059507206,748.453125,56.62715016271502,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1930000,0.603,,0.534,2165.517,635.3401870374653,748.453125,56.62701202590194,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1940000,0.59,,0.539,2176.194,635.0212433816758,748.453125,56.628683241252304,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1950000,0.602,,0.51,2187.22,634.6734711406322,748.453125,56.624965643609706,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1960000,0.516,,0.548,2199.131,634.2987898633257,748.453125,56.61776765375852,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1970000,0.567,,0.519,2209.84,633.9604416931097,748.453125,56.62107887579326,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1980000,0.671,,0.46,2220.732,633.6258668809202,748.453125,56.62435723951282,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
1990000,0.637,,0.486,2231.752,633.2953391494614,748.453125,56.62719928186711,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
2000000,0.606,,0.503,2242.687,632.9688686355515,748.453125,56.628092898615414,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
2010000,0.55,,0.528,2253.528,632.6456111111111,748.453125,56.62999999999996,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
2020000,0.634,,0.483,2264.124,632.3541897123894,748.453125,56.63030973451325,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
2030000,0.661,,0.465,2275.605,632.0071247799295,748.453125,56.62530809859153,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
2040000,0.568,,0.524,2285.596,631.7211396253286,748.453125,56.622348816827326,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
2050000,0.632,,0.485,2295.729,631.437772687609,748.453125,56.625087260034896,794.5999999999999,,,ppo,64,512,0.0005,0.01,0.1,0.99,5,constant
