step,mean_reward,mean_group_reward,std_reward,time_elapsed,memory_usage_avg_mb,memory_usage_peak_mb,cpu_usage_avg_percent,cpu_usage_peak_percent,gpu_usage_avg_mb,gpu_usage_peak_mb,trainer_type,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,learning_rate_schedule,policy_entropy,losses_policy_loss,losses_value_loss
10000,-1.0,,0.0,26.934,807.83984375,912.234375,,,,,sac,1024,500000,0.0001,,,,,linear,1.5530191659927368,-0.06629206985235214,0.0010579160880297422
20000,-1.0,,0.0,52.566,866.0147569444445,939.59375,,,,,sac,1024,500000,0.0001,,,,,linear,1.3902217149734497,-0.17127734422683716,6.08379632467404e-05
30000,-1.0,,0.0,78.649,894.406640625,966.296875,,,,,sac,1024,500000,0.0001,,,,,linear,1.4481029510498047,-0.23351013660430908,2.50530538323801e-05
40000,-0.994,,0.033,107.061,918.4228877314816,1001.203125,,,,,sac,1024,500000,0.0001,,,,,linear,1.5012813806533813,-0.27888429164886475,1.5903389794402756e-05
50000,-0.936,,0.25,131.558,936.3422111742424,1031.8125,,,,,sac,1024,500000,0.0001,,,,,linear,1.5276252031326294,-0.31418561935424805,1.4161038052407093e-05
60000,-1.0,,0.0,158.346,954.6413128930818,1054.921875,,,,,sac,1024,500000,0.0001,,,,,linear,1.5402520895004272,-0.342816561460495,1.5456003893632442e-05
70000,-1.0,,0.0,186.347,969.4442680481284,1060.453125,,,,,sac,1024,500000,0.0001,,,,,linear,1.546644926071167,-0.36892402172088623,1.4922409718565177e-05
80000,-1.0,,0.0,216.625,984.1445852534562,1106.84375,,,,,sac,1024,500000,0.0001,,,,,linear,1.5541077852249146,-0.3918733298778534,1.1881857972184662e-05
90000,-1.0,,0.0,242.096,998.560892489712,1131.90625,,,,,sac,1024,500000,0.0001,,,,,linear,1.5499542951583862,-0.4100937843322754,1.2239478564879391e-05
100000,-1.0,,0.0,269.477,1013.1041666666666,1157.359375,,,,,sac,1024,500000,0.0001,,,,,linear,1.5538036823272705,-0.4244280457496643,9.418541594641283e-06
110000,-1.0,,0.0,296.777,1027.3044507575758,1180.546875,,,,,sac,1024,500000,0.0001,,,,,linear,1.5416646003723145,-0.43669456243515015,7.671297680644784e-06
120000,-1.0,,0.0,326.105,1042.0405962423313,1204.3125,,,,,sac,1024,500000,0.0001,,,,,linear,1.5573638677597046,-0.44646480679512024,7.571095466119004e-06
130000,-1.0,,0.0,351.326,1054.6398682336182,1228.59375,,,,,sac,1024,500000,0.0001,,,,,linear,1.5591789484024048,-0.45330873131752014,5.671339749824256e-06
140000,-1.0,,0.0,378.792,1068.5823713720315,1261.28125,,,,,sac,1024,500000,0.0001,,,,,linear,1.5575385093688965,-0.45781293511390686,6.143640348454937e-06
150000,-0.921,,0.326,406.626,1082.3593366093369,1279.96875,,,,,sac,1024,500000,0.0001,,,,,linear,1.5667909383773804,-0.4605902433395386,5.728970336349448e-06
160000,-1.0,,0.0,436.071,1097.054615825688,1319.640625,,,,,sac,1024,500000,0.0001,,,,,linear,1.567462682723999,-0.46155935525894165,5.501904979610117e-06
170000,-1.0,,0.0,461.557,1109.717495932755,1340.125,,,,,sac,1024,500000,0.0001,,,,,linear,1.5710198879241943,-0.460964173078537,5.884593520022463e-06
180000,-1.0,,0.0,489.589,1123.7955968813906,1367.953125,,,,,sac,1024,500000,0.0001,,,,,linear,1.574061632156372,-0.458991676568985,4.364216238172958e-06
190000,-1.0,,0.001,517.521,1137.3599492263056,1384.875,,,,,sac,1024,500000,0.0001,,,,,linear,1.5771641731262207,-0.45581427216529846,3.803803338087164e-06
200000,-1.0,,0.0,547.218,1151.8472063528336,1416.296875,,,,,sac,1024,500000,0.0001,,,,,linear,1.5725599527359009,-0.4512997567653656,3.249307155783754e-06
210000,-1.0,,0.0,572.938,1163.757348120629,1436.953125,,,,,sac,1024,500000,0.0001,,,,,linear,1.576359748840332,-0.4457332193851471,4.033876393805258e-06
220000,-1.0,,0.0,601.12,1177.174609375,1469.875,,,,,sac,1024,500000,0.0001,,,,,linear,1.5762332677841187,-0.4393322169780731,3.86507781513501e-06
230000,-1.0,,0.001,629.053,1190.7510449840763,1492.765625,,,,,sac,1024,500000,0.0001,,,,,linear,1.5727953910827637,-0.4319894313812256,4.165373866271693e-06
240000,-1.0,,0.0,658.883,1205.045521466565,1515.484375,,,,,sac,1024,500000,0.0001,,,,,linear,1.5783405303955078,-0.42366307973861694,3.003030315085198e-06
250000,-0.936,,0.246,686.916,1218.509429664723,1549.046875,,,,,sac,1024,500000,0.0001,,,,,linear,1.5717377662658691,-0.4145987033843994,2.9675054520339472e-06
