step,mean_reward,mean_group_reward,std_reward,time_elapsed,memory_usage_avg_mb,memory_usage_peak_mb,cpu_usage_avg_percent,cpu_usage_peak_percent,gpu_usage_avg_mb,gpu_usage_peak_mb,trainer_type,batch_size,buffer_size,learning_rate,beta,epsilon,lambd,num_epoch,learning_rate_schedule,policy_entropy,losses_policy_loss,losses_value_loss
960000,119.219,,13.443,762.509,824.534196369908,926.46484375,0.0873850197109067,66.5,1111.07362331636,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3586310148239136,0.01955924555659294,1.1277101039886475
990000,130.513,,13.316,784.661,825.1223609115581,926.46484375,0.0849297573435504,66.5,1111.945636773627,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3535810708999634,0.01499701663851738,1.0954591035842896
1020000,124.019,,22.677,806.625,825.5442837732919,926.46484375,0.0826086956521739,66.5,1112.7699873835404,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3502808809280396,0.016760654747486115,1.372663974761963
1050000,141.234,,23.352,828.65,826.4002818553269,926.46484375,0.0805084745762711,66.5,1113.515904017857,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.347726821899414,0.01658828929066658,1.602112889289856
1080000,141.959,,21.023,850.627,826.8400095813679,926.46484375,0.0784198113207547,66.5,1114.2577157650353,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.344906210899353,0.01496589370071888,1.8568403720855713
1110000,154.226,,19.698,872.464,827.0918911637931,926.46484375,0.0764367816091954,66.5,1114.9620105962645,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3422529697418213,0.015754301100969315,2.15462589263916
1140000,150.052,,22.851,894.447,827.3832504204036,926.46484375,0.0745515695067264,66.5,1115.626939987388,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3393656015396118,0.01826944574713707,2.1856353282928467
1170000,154.858,,21.055,916.347,827.6004158680175,926.46484375,0.0728368017524644,66.5,1116.231752293264,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3369008302688599,0.014652575366199017,2.2370259761810303
1200000,164.514,,18.727,938.412,827.7974766042781,926.46484375,0.0711229946524064,66.5,1116.8362257687163,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.334424614906311,0.020393939688801765,2.4065237045288086
1230000,178.259,,27.082,960.156,828.0206496538663,926.46484375,0.0694879832810867,66.5,1117.4129073602403,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3316365480422974,0.017031777650117874,2.786447286605835
1260000,173.547,,22.808,982.077,828.2856635033231,926.46484375,0.0679959100204499,66.5,1117.939173536554,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3288390636444092,0.013274163007736206,2.55271577835083
1290000,180.315,,21.68,1004.109,828.45715625,926.46484375,0.0665,66.5,1118.46679296875,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3265330791473389,0.017442384734749794,2.4809889793395996
1320000,184.212,,26.652,1026.125,828.655863961595,926.46484375,0.0650684931506849,66.5,1118.971696887231,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3242623805999756,0.01705610193312168,2.470262050628662
1350000,193.241,,27.604,1048.15,829.0740391522988,926.46484375,0.0636973180076628,66.5,1119.4553213302204,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3225643634796143,0.01275185588747263,2.6362593173980713
1380000,202.673,,22.389,1070.113,829.2897887323944,926.46484375,0.0624413145539906,66.5,1119.8983237969485,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3201792240142822,0.016472171992063522,2.480102777481079
1410000,206.687,,28.645,1092.036,829.4278547608096,926.46484375,0.061177552897884,66.5,1120.312668899494,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.318244218826294,0.018019715324044228,2.6339588165283203
1440000,217.757,,26.229,1114.071,829.5867194544635,926.46484375,0.0599639314697926,66.5,1120.709109417268,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.315868616104126,0.015617942437529564,2.8028481006622314
1470000,209.355,,31.349,1136.577,829.7461282880195,926.46484375,0.0587975243147656,66.5,1121.0901269617596,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3137376308441162,0.019805951043963432,2.960667133331299
1500000,234.385,,33.8,1158.493,829.905267508673,926.46484375,0.0576756287944492,66.5,1121.456604374458,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3122659921646118,0.018979322165250778,3.312819004058838
1530000,227.097,,21.906,1180.651,830.0659308510639,926.46484375,0.056595744680851,66.5,1121.8093583776597,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.310685396194458,0.017016155645251274,3.0029823780059814
1560000,233.089,,33.336,1202.791,830.2051058636174,926.46484375,0.0555555555555555,66.5,1122.1491456505848,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3091737031936646,0.01921904645860195,3.117551326751709
1590000,246.162,,25.442,1224.814,830.371958957137,926.46484375,0.0545529122231337,66.5,1122.476668247539,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3074359893798828,0.016614671796560287,3.5102622509002686
1620000,243.286,,31.889,1246.671,830.4820596018145,926.46484375,0.0536290322580645,66.5,1122.778462071573,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3060890436172485,0.018397944048047066,3.505256414413452
1650000,253.606,,28.321,1268.791,830.6164353456815,926.46484375,0.0526941362916006,66.5,1123.083854373019,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3047325611114502,0.019260438159108162,3.591411828994751
1680000,269.664,,24.445,1290.654,830.7139949620328,926.46484375,0.0517912772585669,66.5,1123.3787815177182,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3032019138336182,0.015373055823147297,3.5030159950256348
1710000,272.437,,31.724,1312.589,830.8921803215926,926.46484375,0.0509188361408882,66.5,1123.6630066759187,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3021414279937744,0.013628603890538216,3.7491185665130615
1740000,277.159,,35.03,1334.649,831.0168878344009,926.46484375,0.0501130369253956,66.5,1123.911404366051,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.3010780811309814,0.016599897295236588,3.7576546669006348
1770000,282.24,,29.989,1356.443,831.1257673508154,926.46484375,0.0492957746478873,66.5,1124.163335688473,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.300209641456604,0.017311494797468185,4.235710144042969
1800000,288.005,,25.553,1378.352,831.3044510165937,926.46484375,0.0485047410649161,66.5,1124.4071816876367,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.2994194030761719,0.017237255349755287,4.0008015632629395
1830000,290.826,,29.16,1400.531,831.4041047873295,926.46484375,0.0477386934673366,66.5,1124.6433254441852,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.298659086227417,0.020295776426792145,3.9092681407928467
1860000,284.035,,31.769,1422.624,831.6462980344523,926.46484375,0.0469964664310954,66.5,1124.8721262146644,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.2981318235397339,0.01738656684756279,4.010374546051025
1890000,300.883,,25.286,1444.793,831.7425816588378,926.46484375,0.046276965901183,66.5,1125.0939212552191,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.2977182865142822,0.018232382833957672,4.216801166534424
1920000,301.596,,34.646,1466.759,831.8773174939986,926.46484375,0.0456104252400548,66.5,1125.2993907536008,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.29740309715271,0.018894696608185768,4.783210277557373
1950000,306.324,,33.623,1488.854,831.944140625,926.46484375,0.0449324324324324,66.5,1125.5083905194256,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.2971231937408447,0.02237645536661148,4.882725238800049
1980000,314.366,,27.351,1510.815,832.0236039447403,926.46484375,0.0442743009320905,66.5,1125.7112677887817,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.2969492673873901,0.0195111483335495,4.968259334564209
2010000,307.123,,42.94,1532.832,832.1544609169947,926.46484375,0.0436351706036745,66.5,1125.9082877091537,1166.17578125,ppo,2024,20240,0.0003,0.005,0.2,0.95,3,linear,1.2968885898590088,0.017392568290233612,4.841301441192627
