timestamp,run_id,environment,algorithm,step,success_rate_percent,cumulative_reward,steps_per_episode,training_time_seconds,training_time_minutes,training_time_hours,memory_usage_avg_mb,memory_usage_peak_mb,cpu_usage_avg_percent,cpu_usage_peak_percent,gpu_usage_avg_percent,gpu_usage_peak_percent,gpu_memory_avg_mb,gpu_memory_peak_mb,policy_loss,value_loss,entropy
13:01:38,PPO_HallWay_run1,HallWay,PPO,0,15,-138.2647,231.1000000,350.0,5.8,0.1,2152.3029856408025,2547.64023,33.82931521,59.994743825414865,96.13947783322327,100.0,4054.2560043585963,4390.168950872588,0.08928924,0.126283016,
15:01:39,SAC_SoccerTwos_run5,SoccerTwos,SAC,1000000,17,191.4529,20000000,7200.0,120.0,2.0,7060.649210813137,8329.7999,30.51552358,35.50198137743134,100.0,100.0,5927.8137595,6512.89237645,,,0.815094841
