Wall time,Step,Value
1763925821.807044,30000,0.0038028003182262182
1763925877.668303,50000,0.001169513096101582
1763925967.3909,80000,0.003949427977204323
1763926035.800823,100000,0.002747691236436367
1763926086.562825,120000,0.0029717793222516775
1763926151.227382,140000,0.00030363467521965504
1763926205.6168141,160000,0.0013813237892463803
1763926270.298506,180000,0.0001776043209247291
1763926365.4389231,210000,0.0026220735162496567
1763926430.645431,230000,0.0009757489315234125
1763926481.8063412,250000,0.0009212673758156598
1763926550.9554932,270000,0.0012612157734110951
1763926610.1584918,290000,0.004818177316337824
1763926662.295323,310000,0.004370311740785837
1763926733.604383,330000,0.002685707062482834
1763926821.405359,360000,0.0044952742755413055
1763926876.5780501,380000,0.0003387263568583876
1763926939.9241998,400000,0.0021250538993626833
1763927016.0630982,420000,0.005757909268140793
1763927075.30645,440000,0.005423917435109615
1763927136.367254,460000,0.005285510793328285
1763927217.229623,490000,0.004287536256015301
1763927279.562484,510000,0.0041162678971886635
1763927344.986253,530000,0.004031992983072996
1763927398.996761,550000,0.004751428030431271
1763927465.3330822,570000,0.0049230181612074375
1763927520.2850718,590000,0.003055301960557699
1763927629.317951,620000,0.004010770935565233
1763927695.177978,640000,0.004882737062871456
1763927749.031159,660000,0.004737174604088068
1763927814.366045,680000,0.0032268352806568146
1763927876.806438,700000,0.0017184832831844687
1763927928.0429592,720000,0.002910107374191284
1763927988.027959,740000,0.006080358289182186
1763928076.892002,770000,0.003635359462350607
1763928131.242341,790000,0.0014432878233492374
1763928207.2111151,810000,0.001688818447291851
1763928265.501766,830000,0.006447882857173681
1763928336.5661051,850000,0.00961226411163807
1763928394.877629,870000,0.006138329394161701
1763928450.214474,890000,0.006156499031931162
1763928515.54333,910000,0.010230695828795433
1763928566.082913,930000,0.0051769292913377285
1763928650.159741,960000,0.015093637630343437
1763928719.517005,980000,0.011394871398806572
1763928771.408915,1000000,0.011108208447694778
1763928842.050273,1020000,0.01710142008960247
1763928905.623005,1040000,0.01098844688385725
1763928972.2573,1060000,0.02110958658158779
1763929025.6321,1080000,0.013923085294663906
1763929086.8131971,1100000,0.013945166952908039
1763929180.325567,1130000,0.021674327552318573
1763929233.90542,1150000,0.020221281796693802
1763929299.771782,1170000,0.03165709972381592
1763929359.6199958,1190000,0.015593559481203556
1763929424.8182652,1210000,0.02415693923830986
1763929488.993025,1230000,0.03011935018002987
1763929543.5277371,1250000,0.03184778615832329
1763929605.182425,1270000,0.03396529331803322
1763929669.6273432,1290000,0.039697904139757156
1763929760.840322,1320000,0.041993267834186554
1763929817.5203352,1340000,0.027153700590133667
1763929878.012853,1360000,0.03384494408965111
1763929943.221025,1380000,0.0391351580619812
1763930009.521007,1400000,0.025948403403162956
1763930073.333036,1420000,0.03225873038172722
1763930135.394302,1440000,0.036547645926475525
1763930190.984135,1460000,0.04060739278793335
1763930256.047443,1480000,0.029627829790115356
1763930313.47958,1500000,0.034218426793813705
1763930369.827549,1520000,0.03841526061296463
1763930454.2315269,1550000,0.027326008304953575
1763930515.6153421,1570000,0.04048798978328705
1763930575.595222,1590000,0.05235198885202408
1763930646.3738408,1610000,0.07288126647472382
1763930708.936911,1630000,0.06369414925575256
1763930769.44716,1650000,0.0627199187874794
1763930829.4229581,1670000,0.07789735496044159
1763930892.421654,1690000,0.0780673548579216
1763930952.433933,1710000,0.07305888831615448
1763931012.2377548,1730000,0.06782254576683044
1763931077.0437691,1750000,0.07823716849088669
1763931141.429892,1770000,0.07868173718452454
1763931202.271899,1790000,0.08711034804582596
1763931289.715585,1820000,0.07943373918533325
1763931352.5670779,1840000,0.073397196829319
1763931415.279267,1860000,0.08360158652067184
1763931476.804159,1880000,0.07821657508611679
1763931539.8614368,1900000,0.09539264440536499
1763931603.115243,1920000,0.09341476857662201
1763931665.2063549,1940000,0.08813980966806412
1763931727.70896,1960000,0.09991617500782013
1763931789.61249,1980000,0.0890471339225769
1763931853.611451,2000000,0.09332207590341568
1763931916.662512,2020000,0.09952911734580994
1763931980.0340312,2040000,0.09615626931190491
1763932042.140002,2060000,0.09403720498085022
1763932104.067179,2080000,0.09072142839431763
1763932166.194287,2100000,0.10455559939146042
1763932229.014482,2120000,0.09843911230564117
1763932319.102049,2150000,0.10572760552167892
1763932382.85659,2170000,0.10201109945774078
1763932445.3985012,2190000,0.09301447123289108
1763932508.0863512,2210000,0.10121654719114304
1763932570.960015,2230000,0.09339983016252518
1763932631.138637,2250000,0.09180647879838943
1763932694.7590752,2270000,0.09087006002664566
1763932758.7633111,2290000,0.10695702582597733
1763932820.4640949,2310000,0.09633662551641464
1763932881.3969438,2330000,0.09902054071426392
1763932945.325635,2350000,0.10148003697395325
1763933007.21711,2370000,0.10339279472827911
1763933068.5344021,2390000,0.09193237870931625
1763933132.5601852,2410000,0.10067346692085266
1763933195.513421,2430000,0.11089671403169632
1763933258.4113312,2450000,0.11407487094402313
1763933319.75742,2470000,0.10615313053131104
1763933410.920577,2500000,0.10656379908323288
1763933472.70442,2520000,0.10359115898609161
1763933534.408364,2540000,0.10360756516456604
1763933597.6961899,2560000,0.10994690656661987
1763933661.884316,2580000,0.11582820117473602
1763933723.99087,2600000,0.1111849918961525
1763933788.916943,2620000,0.11902349442243576
1763933852.174863,2640000,0.11903282254934311
1763933915.093941,2660000,0.10562402755022049
1763933977.117425,2680000,0.10664084553718567
1763934041.163192,2700000,0.11188842356204987
1763934103.753203,2720000,0.12358838319778442
1763934165.916727,2740000,0.11225070059299469
1763934228.440311,2760000,0.12894923985004425
1763934292.844985,2780000,0.1079038605093956
1763934353.661506,2800000,0.10421900451183319
1763934419.73106,2820000,0.11938752979040146
1763934484.7971451,2840000,0.11522084474563599
1763934545.521782,2860000,0.11004195362329483
1763934634.33553,2890000,0.11427284777164459
1763934698.110037,2910000,0.11952382326126099
1763934760.4941099,2930000,0.12524732947349548
1763934824.339037,2950000,0.12361454963684082
1763934886.787866,2970000,0.12947262823581696
1763934949.886392,2990000,0.11854375153779984
1763935015.243559,3010000,0.1266617625951767
1763935079.476743,3030000,0.1328985095024109
1763935141.864266,3050000,0.12216237932443619
1763935206.411933,3070000,0.11933087557554245
1763935268.147676,3090000,0.11171329766511917
1763935331.198154,3110000,0.12893527746200562
1763935394.097066,3130000,0.11934618651866913
1763935456.703736,3150000,0.12792079150676727
1763935518.481217,3170000,0.1134302169084549
1763935582.026641,3190000,0.11820649355649948
1763935645.388729,3210000,0.11769980192184448
1763935708.48337,3230000,0.13116322457790375
1763935798.876373,3260000,0.1249212920665741
1763935862.271915,3280000,0.12861847877502441
1763935926.579179,3300000,0.12431885302066803
1763935987.4773288,3320000,0.11661117523908615
1763936049.6488981,3340000,0.11634673178195953
1763936113.856886,3360000,0.12298767268657684
1763936176.64416,3380000,0.12273845821619034
1763936240.45824,3400000,0.12506304681301117
1763936302.841718,3420000,0.12630660831928253
1763936366.163004,3440000,0.13315540552139282
1763936431.186453,3460000,0.12403587251901627
1763936492.702503,3480000,0.1320108324289322
1763936554.7841668,3500000,0.1187935322523117
1763936618.647219,3520000,0.11595968902111053
1763936682.0725179,3540000,0.13084766268730164
1763936745.2572448,3560000,0.11816498637199402
1763936807.810842,3580000,0.12348874658346176
1763936900.66743,3610000,0.13901934027671814
1763936963.452487,3630000,0.12808187305927277
1763937026.9094698,3650000,0.13653665781021118
1763937090.9361641,3670000,0.12829342484474182
1763937152.5549781,3690000,0.13224206864833832
1763937215.116749,3710000,0.13490073382854462
1763937278.707834,3730000,0.13130749762058258
1763937339.716347,3750000,0.12794724106788635
1763937402.722073,3770000,0.13479827344417572
1763937467.675693,3790000,0.13428331911563873
1763937530.2614558,3810000,0.13080140948295593
1763937591.6426308,3830000,0.13320237398147583
1763937654.6116369,3850000,0.12236659228801727
1763937713.743517,3870000,0.12838736176490784
1763937776.52969,3890000,0.1309904009103775
1763937837.932433,3910000,0.12406249344348907
1763937899.687724,3930000,0.13220036029815674
1763937962.954931,3950000,0.13959111273288727
1763938023.571172,3970000,0.13162964582443237
1763938112.57801,4000000,0.13354481756687164
1763938176.2357361,4020000,0.1281304657459259
1763938237.183563,4040000,0.14120835065841675
1763938300.77529,4060000,0.12992163002490997
1763938361.625767,4080000,0.13246160745620728
1763938423.661731,4100000,0.12888720631599426
1763938485.7405188,4120000,0.12573622167110443
1763938548.4036229,4140000,0.13468414545059204
1763938609.392592,4160000,0.1338786780834198
1763938672.244101,4180000,0.12344207614660263
1763938735.298217,4200000,0.12206171452999115
1763938798.9176269,4220000,0.12639997899532318
1763938863.0292501,4240000,0.12531675398349762
1763938925.29877,4260000,0.13242943584918976
1763938988.756896,4280000,0.13235265016555786
1763939051.385807,4300000,0.12608447670936584
1763939115.748589,4320000,0.14400263130664825
1763939205.5469708,4350000,0.13314321637153625
1763939269.527487,4370000,0.13415126502513885
1763939331.772479,4390000,0.1420215517282486
1763939397.3516412,4410000,0.1395087093114853
1763939460.378935,4430000,0.1347920000553131
1763939523.615912,4450000,0.13746961951255798
1763939589.268576,4470000,0.13013924658298492
1763939651.193532,4490000,0.1209285780787468
1763939714.128457,4510000,0.13387896120548248
1763939777.971201,4530000,0.13600948452949524
1763939843.069941,4550000,0.15154419839382172
1763939905.4984,4570000,0.14343832433223724
1763939970.1539369,4590000,0.13324710726737976
1763940034.070997,4610000,0.1354876607656479
1763940097.2035708,4630000,0.13686449825763702
1763940160.18051,4650000,0.13295650482177734
1763940223.8521228,4670000,0.14747795462608337
1763940287.340338,4690000,0.14972975850105286
1763940377.330732,4720000,0.14739824831485748
1763940440.964315,4740000,0.13975468277931213
1763940504.92797,4760000,0.14213842153549194
1763940567.707754,4780000,0.14148694276809692
1763940630.5795531,4800000,0.14452266693115234
1763940694.431437,4820000,0.1394321769475937
1763940758.007828,4840000,0.14315105974674225
1763940821.9387069,4860000,0.13547539710998535
1763940884.483135,4880000,0.14377136528491974
1763940949.319663,4900000,0.13472066819667816
1763941009.7966862,4920000,0.1411203145980835
1763941072.342446,4940000,0.14494766294956207
1763941134.185906,4960000,0.13872449100017548
1763941195.050863,4980000,0.14702776074409485
